date,firm,n,sd,source,FPOE,GRUENE,NEOS,OEVP,SPOE,TS,Jetzt
2016-11-26,Unique Research,500.0,"0,043",http://www.ots.at/presseaussendung/OTS_20161126_OTS0002/profil-umfrage-kanzlerfrage-kerns-hoehenflug-beendet,33,11,8,19,27,,
2016-12-08,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/Trotz-Schlappe-FPOe-klar-auf-Platz-1/261584523,35,13,7,18,26,,
2016-12-10,Gallup,800.0,"0,034",http://www.oe24.at/oesterreich/politik/Hofer-besser-als-Strache/261658295,34,12,6,19,27,,
2016-12-19,Market,415.0,"0,048",http://derstandard.at/2000049506772/Van-der-Bellens-Sieg-nuetzte-den-Gruenen-bisher-nicht,31,12,6,22,25,,
2016-12-31,Unique Research,500.0,"0,043",http://www.profil.at/oesterreich/kanzlerfrage-kern-vorsprung-strache-7916991,34,11,7,19,28,,
2017-01-07,Research Affairs,500.0,"0,043",http://www.oe24.at/oesterreich/politik/Absturz-OeVP-im-Umfrage-Keller/264736058,34,12,7,18,27,,
2017-01-21,Unique Research,500.0,"0,043",https://kurier.at/politik/inland/mehrheit-glaubt-nicht-dass-politik-reformplaene-auch-umsetzen-wird/242.245.176,33,11,8,20,27,,
2017-01-21,OGM,783.0,"0,035",https://kurier.at/politik/inland/mehrheit-glaubt-nicht-dass-politik-reformplaene-auch-umsetzen-wird/242.245.176,33,12,6,20,27,,
2017-01-21,Research Affairs,600.0,"0,04",https://kurier.at/politik/inland/mehrheit-glaubt-nicht-dass-politik-reformplaene-auch-umsetzen-wird/242.245.176,34,11,6,19,28,,
2017-01-25,IMAS,1000.0,"0,031",,29,13,5,25,26,,
2017-01-27,Unique Research,800.0,"0,034","http://www.heute.at/news/politik/Umfrage-SP-nur-mehr-3-hinter-Blauen-VP-stagniert;art23660,1393257",32,12,6,19,29,,
2017-02-02,Research Affairs,602.0,"0,04",http://www.oe24.at/oesterreich/politik/Umfrage-Kern-siegt-im-Koalitions-Poker/268009626,33,10,6,20,29,,
2017-02-16,Research Affairs,602.0,"0,04",http://www.oe24.at/oesterreich/politik/OeVP-mit-Kurz-wuerde-Wahl-gewinnen/269402753,34,11,6,19,28,,
2017-02-18,Unique Research,500.0,"0,043",https://www.profil.at/oesterreich/kanzlerfrage-kern-aufwind-7992415,31,11,6,20,29,,
2017-03-02,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/63-wollen-lieber-Hofer-als-Strache/271303977,33,11,6,19,29,,
2017-03-17,Market,412.0,"0,048",http://derstandard.at/2000054451621/Kern-zieht-SPOe-mit-Kanzlerpartei-mit-FPOe-fast-gleichauf,30,12,6,20,29,1,
2017-03-17,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/Kurz-bremst-Strache-aus/27326589,33,12,6,19,29,,
2017-03-18,Unique Research,500.0,"0,043",https://www.profil.at/oesterreich/umfrage-kanzlerfrage-kern-dominiert-gute-werte-kurz-8037214,31,12,5,22,29,,
2017-03-26,Spectra,1502.0,"0,033","http://www.nachrichten.at/nachrichten/politik/innenpolitik/Politikbarometer-FPOE-und-SPOE-Kopf-an-Kopf;art385,2546334",30,12,4,21,28,1,
2017-03-31,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/Kurz-gewinnt-Duell-gegen-Kern/275922611,33,11,5,20,28,,
2017-04-06,IMAS,1003.0,"0,031",http://www.krone.at/oesterreich/fpoe-oevp-und-spoe-harter-dreikampf-um-platz-eins-kopf-an-kopf-rennen-story-565571,27,14,5,26,26,0,
2017-04-06,GfK,2000.0,"0,025",http://www.tt.com/politik/landespolitik/12833697-91/wieder-mehr-zuspruch-f%C3%BCr-sp%C3%B6-und-%C3%B6vp.csp,"27,5","10,5","4,5","23,5","29,5",,
2017-04-13,Research Affairs,602.0,"0,04",http://www.oe24.at/oesterreich/politik/Umfrage-Kern-und-Strache-Kopf-an-Kopf/277845682,32,9,5,21,30,,
2017-04-25,Unique Research,500.0,"0,044",https://www.profil.at/oesterreich/umfrage-fpoe-gruene-kanzlerfrage-kern-kurz-8100703,32,9,6,23,28,,
2017-04-27,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/Umfrage-Gruene-auf-Talfahrt/280199219,32,8,6,22,29,,
2017-05-05,Market,400.0,"0,049",https://derstandard.at/2000057136951/Umfrage-Mehrheit-gegen-vorgezogene-Wahlen,29,11,7,21,28,1,
2017-05-12,IFES,1200.0,"0,028",http://www.ifes.at/aktuelles/methodische-informationen-zur-ifes-umfrage-kronen-zeitung,26,12,5,28,28,,
2017-05-14,meinungsraum.at,800.0,"0,034",http://meinungsraum.at/2017/05/orf-report-neuwahlen-radio-wien-mai-2017/,26,6,6,32,27,,
2017-05-18,OGM,800.0,"0,034",https://kurier.at/politik/inland/zulasten-der-fpoe-kurz-zieht-oevp-auf-ersten-platz/265.095.487,26,9,4,31,28,,
2017-05-18,Unique Research,800.0,"0,035",http://admin.heute.at/storage/med/pdf/91137_Ergebnisse_Heute_Mai_NRW.pdf?_UNLOCK=cff4a94f1e154a874e,26,8,5,33,26,1,
2017-05-18,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/Plus-14-Prozent-Kurz-Turbo-fuer-OeVP/283539609,26,9,7,35,20,,
2017-05-19,Unique Research,500.0,"0,043",https://www.profil.at/oesterreich/umfrage-liste-kurz-vp-spoe-8154322,26,8,5,33,27,,
2017-05-23,Market,801.0,"0,034",http://derstandard.at/2000058258028/Kanzlerduell-Kurz-gegen-Kern-schmaelert-FPOe-Chancen-auf-Wahlsieg,25,9,5,32,27,,
2017-05-27,Unique Research,500.0,"0,044",https://www.ots.at/presseaussendung/OTS_20170729_OTS0002/profil-umfrage-kurz-baut-vorsprung-aus,22,7,6,33,26,,5
2017-06-02,Research Affairs,600.0,"0,04",https://www.epaper-oesterreich.at/issue.act?mutationShortcut=CITYW&issueDate=20170603&issueId=365805&s=860.7668352884567,26,10,6,34,21,,
2017-06-08,Hajek,704.0,"0,037",https://www.ots.at/presseaussendung/OTS_20170609_OTS0174/atv-oesterreich-trend-kurz-klare-nummer-eins-fpoe-nur-noch-auf-platz-3,24,9,5,34,26,,
2017-06-15,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/Umfrage-Dreikampf-um-den-Kanzler/287822571,26,10,5,33,22,,
2017-06-21,Market,815.0,"0,034",http://derstandard.at/2000059778070/33-26-24-Prozent-OeVP-baut-Vorsprung-vor-SPOe-und,24,9,4,33,26,,
2017-06-23,Unique Research,500.0,"0,044",https://www.profil.at/oesterreich/umfrage-kanzlerfrage-kurz-kern-8203779,25,8,5,32,28,,
2017-06-29,Spectra,1010.0,"0,031","http://www.nachrichten.at/nachrichten/politik/innenpolitik/VP-geht-mit-Kurz-in-Fuehrung-aber-das-Rennen-bleibt-offen;art385,2617376",27,9,5,30,23,2,
2017-06-29,Research Affairs,600.0,"0,047",http://www.researchaffairs.at/Aktuelle-Studien/,25,9,6,33,23,,
2017-07-04,IFES,804.0,"0,039",http://www.ifes.at/ifes-medien/methodische-informationen-zur-sonntagsfrage-kronen-zeitung-9juli,22,8,4,34,31,,
2017-07-12,cmatzka,800.0,"0,035",https://www.news.at/a/aktuelle-umfrage-nationalratswahl-8235835,27,6,5,32,26,,
2017-07-12,GfK,1000.0,"0,031",https://kurier.at/politik/inland/spoe-startet-mit-pech-und-pannen/275.307.045,22,"7,5",5,32,25,,"6,5"
2017-07-14,IMAS,1027.0,"0,03",http://www.krone.at/oesterreich/umfrage-prophezeit-kurz-erdrutschsieg-35-prozent-fuer-oevp-chef-story-579214,24,11,3,35,25,,
2017-07-18,Research Affairs,600.0,"0,04",http://oe24.at/,26,5,6,32,25,,5
2017-07-20,Research Affairs,600.0,"0,04",https://www.epaper-oesterreich.at/issue.act?mutationShortcut=CITYW&issueDate=20170721&issueId=378874&s=987.5901847293518,23,6,5,33,24,,4
2017-07-21,OGM,502.0,"0,043",https://kurier.at/politik/inland/kurier-ogm-umfrage-kurz-fuehrt-kern-und-strache-gleichauf/276.515.353,26,7,5,32,26,,2
2017-08-02,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/Liste-Kurz-zieht-allen-davon/293675773,23,7,5,34,23,,4
2017-08-03,Market,800.0,"0,035",http://derstandard.at/2000062283415/Umfrage-Nur-15-Prozent-glauben-an-einen-Wahlsieg-der-SPOe,24,7,5,33,25,,4
2017-08-04,AKonsult,603.0,"0,04",https://www.meinbezirk.at/land-oesterreich/politik/umfrage-zur-nationalratswahl-oevp-vorn-gruene-hinter-pilz-d2211876.html,25,6,5,32,25,,7
2017-08-08,GfK,1000.0,"0,031",https://kurier.at/politik/inland/wahlkampf-vorsprung-von-sebastian-kurz-verfestigt-sich/280.250.122,22,6,5,32,25,,6
2017-08-15,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/Silberstein-Krimi-FPOe-wieder-auf-Platz-2/295256779,24,7,5,34,22,,5
2017-08-16,Hajek,700.0,"0,037",http://atv.at/oesterreichtrend/,24,5,6,32,27,,4
2017-08-23,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/Kurz-Bester-Start-in-den-Wahlkampf/296698424,23,7,5,33,22,,6
2017-08-25,Unique Research,500.0,"0,043",https://www.profil.at/oesterreich/umfrage-oevp-8278691,23,4,6,33,25,,6
2017-08-30,Unique Research,800.0,"0,034",http://www.heute.at/politik/news/story/9---Vorsprung-fuer-die--VP--Duell-wird-zum-Solo-57390661,23,6,5,33,24,,5
2017-09-01,Research Affairs,400.0,"0,049",http://www.oe24.at/oesterreich/politik/nr-wahl2017/Kurz-ist-die-Nr-1-Rot-Blau-holen-auf/297400441,24,7,5,33,23,,5
2017-09-06,Research Affairs,600.0,"0,043",http://www.oe24.at/oesterreich/politik/wahl2017/Umfrage-Kern-holt-auf/298301747,24,6,5,33,24,,5
2017-09-08,Market,814.0,"0,034",http://derstandard.at/2000063857925/Christian-Kern-und-seine-SPOe-holen-im-Wahlkampf-leicht-auf,24,4,5,33,26,,5
2017-09-09,OGM,805.0,"0,034",https://kurier.at/politik/inland/sebastian-kurz-weiter-vorne-das-rennen-dahinter-total-offen/285.294.798,25,5,5,33,25,,5
2017-09-11,IMAS,1033.0,"0,03",http://www.krone.at/oesterreich/ist-das-wahl-rennen-schon-laengst-gelaufen-kurz-haushoch-vorne-story-588908,24,8,4,34,23,,4
2017-09-14,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/wahl2017/fpoe/Umfrage-Jetzt-holt-Strache-auf/299504703,25,5,5,33,24,,5
2017-09-21,OGM,803.0,"0,034",http://kurier.at/,25,5,5,33,26,,4
2017-09-21,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/wahl2017/pilz/Umfrage-Jetzt-muss-Pilz-zittern/300540416,25,6,6,33,24,,4
2017-09-22,cmatzka,800.0,"0,03",https://www.news.at/a/wahlumfrage-sebastian-kurz-fast-start-ziel-sieg-8339542,25,4,5,32,26,,5
2017-09-22,Unique Research,500.0,"0,043",https://www.profil.at/oesterreich/umfrage-spoe-fpoe-oevp-8328772,24,5,5,33,24,,5
2017-09-26,Spectra,900.0,"0,04","http://www.nachrichten.at/nachrichten/politik/wahl2017/OEVP-geht-als-klare-Nummer-eins-ins-Wahlkampf-Finale;art204165,2692921",27,6,4,33,22,,5
2017-09-28,Research Affairs,1000.0,"0,043",http://www.researchaffairs.at/Aktuelle-Studien/,26,5,6,33,24,,4
2017-09-28,Unique Research,1500.0,"0,025",http://www.heute.at/politik/news/story/Nationalratswahl--sterreich--Die-letzte-Umfrage--So-wuerden-die--sterreicher-waehlen-46947283,25,4,4,34,27,,4
2017-10-03,OGM,1002.0,"0,031",http://kurier.at/,25,4,5,33,27,,4
2017-10-03,Market,813.0,"0,035",http://derstandard.at/2000065491234/Kanzlerpartei-mit-schwachen-Daten,25,5,5,33,23,,6
2017-10-04,Research Affairs,600.0,"0,04",http://www.oe24.at/oesterreich/politik/wahl2017/1-Umfrage-nach-SP-Affaere-Absturz-fuer-Kern-auf-22/302632896,27,6,5,34,22,,4
2017-10-08,Research Affairs,1000.0,"0,031",http://www.oe24.at/oesterreich/politik/wahl2017/oevp/Letzte-Umfrage-vor-der-Wahl/303247208,27,5,6,33,23,,5
2017-11-09,Market,1030.0,"0,03",http://derstandard.at/2000067668158/Umfrage-Grosses-Vertrauen-in-eine-kleine-Koalition,26,4,5,31,28,,4
2017-11-09,Research Affairs,600.0,"0,042",http://www.oe24.at/oesterreich/politik/Umfrage-65-fuer-Tuerkis-Blau-Pilz-fliegt/307966211,27,5,4,33,27,,2
2017-11-17,Unique Research,500.0,"0,043",https://www.profil.at/oesterreich/umfrage-kanzlerfrage-kurz-spitze-8437439,24,6,6,32,28,,2
2017-11-23,Research Affairs,600.0,"0,042",https://www.epaper-oesterreich.at/issue.act?mutationShortcut=CITYW&issueDate=20171203&issueId=418573&s=546.061158793685,27,4,4,32,27,,2
2017-12-06,Market,814.0,"0,035",https://derstandard.at/2000069956841/Kurz-faellt-in-Kanzlerfrage-auf-das-Niveau-von-Kern-zurueck,26,5,6,32,26,,3
2017-12-06,Research Affairs,600.0,"0,042",http://www.oe24.at/oesterreich/politik/78-wollen-Steuerreform-schon-2018/311995513,28,3,5,32,27,,2
2017-12-15,Unique Research,500.0,"0,044",https://www.profil.at/oesterreich/sonntagsfrage-oevp-neos-8576167,26,3,8,31,27,,3
2017-12-20,Market,800.0,"0,035",https://derstandard.at/2000070855353/Wuerde-jetzt-gewaehlt-werden-haette-OeVP-leichten-Rueckenwind,26,4,6,33,27,,2
2017-12-20,Research Affairs,600.0,"0,04",https://www.epaper-oesterreich.at/issue.act?mutationShortcut=CITYW&issueDate=20171224&issueId=425480&s=223.90563421500232,28,3,6,32,26,,2
2017-12-21,Hajek,557.0,"0,042",https://static.atv.cdn.tvnext.tv/dynamic/get_asset.php?a=cms%2Fmedia_items%2Fbinary_file%2F2200927.pdf&d=download&f=Pr%C3%A4sentation_ATV_Dezember_2017_final.pdf&h=c3c42deb1e020909aaeaeed831ba608b38ecf386,26,5,6,31,28,,2
2018-01-10,Research Affairs,1020.0,"0,032",https://twitter.com/PollOfPollsEU/status/951750086370971648,27,4,6,31,27,,2
2018-01-17,Unique Research,500.0,"0,044",https://www.ots.at/presseaussendung/OTS_20180120_OTS0005/profil-umfrage-kanzlerfrage-kurz-legt-deutlich-zu,25,4,6,34,27,,3
2018-01-24,Research Affairs,997.0,"0,032",http://www.oe24.at/oesterreich/politik/Umfrage-1-Daempfer-fuer-Strache/318941738,26,4,6,31,27,,3
2018-02-08,Research Affairs,1001.0,"0,032",http://www.oe24.at/oesterreich/politik/Kurz-kann-Vorsprung-ausbauen/320999804,25,5,6,31,26,,3
2018-02-16,Unique Research,500.0,"0,041",https://www.profil.at/oesterreich/umfrage-kurz-kanzlerfrage-9062225,26,5,7,33,26,,2
2018-02-20,Hajek,726.0,"0,036",https://www.ots.at/presseaussendung/OTS_20180222_OTS0194/atv-oesterreich-trend-38-prozent-wuerden-kurz-direkt-waehlen,25,5,7,34,25,,2
2018-02-21,Research Affairs,1010.0,"0,031",http://www.oe24.at/oesterreich/politik/Polit-Umfrage-Talfahrt-fuer-Strache/323162470,24,5,7,31,26,,3
2018-03-07,Research Affairs,1048.0,"0,028",http://www.oe24.at/oesterreich/politik/Umfrage-Kurz-zieht-Strache-davon/325177316,24,4,6,32,27,,3
2018-03-08,Market,807.0,"0,032",https://derstandard.at/2000075868862/OeVP-legt-laut-Umfragenach-Landtagswahlen-weiter-zu,24,3,8,33,29,,2
2018-03-15,Unique Research,500.0,"0,041",https://www.profil.at/oesterreich/umfrage-regierung-9472705,25,6,7,31,28,,3
2018-03-18,IMAS,2073.0,"0,025",http://www.krone.at/1676163,25,3,7,32,28,,2
2018-03-21,OGM,400.0,"0,051",https://www.ots.at/presseaussendung/OTS_20180323_OTS0160/oesterreicher-mit-regierung-zufrieden-oevp-bei-sonntagsfrage-klar-voran-spoe-legt-etwas-zu,24,5,7,32,28,,3
2018-03-21,Research Affairs,1008.0,"0,031",http://www.oe24.at/oesterreich/politik/Neue-Umfrage-FPOe-stuerzt-ab/327118247,22,5,6,32,28,,3
2018-03-22,Unique Research,800.0,"0,035",http://www.heute.at/politik/news/story/Umfrage-Unique-Research-FPOe-verliert-an-SPOe-kleines-Plus-fuer-OeVP-55337076,23,4,8,32,30,,2
2018-03-29,Market,811.0,"0,032",https://derstandard.at/2000077197138/OeVP-haelt-SPOe-in-Umfrage-weiter-auf-Distanz,25,4,8,32,28,,2
2018-03-31,Spectra,997.0,"0,031","http://www.nachrichten.at/nachrichten/politik/innenpolitik/Schwarz-Blau-haelt-sich-stabil;art385,2893139",29,2,4,31,27,,6
2018-04-04,Research Affairs,1008.0,"0,029",http://www.oe24.at/oesterreich/politik/Strache-stoppt-Absturz-der-FPOe/328865358,23,4,7,32,28,,3
2018-04-13,Unique Research,500.0,"0,041",https://www.profil.at/oesterreich/umfrage-kurz-kanzlerfrage-9886511,24,6,6,33,27,,2
2018-04-18,Research Affairs,1004.0,"0,029",http://www.oe24.at/oesterreich/politik/Die-neue-Umfrage-FPOe-im-Aufwind/330588451,24,5,7,32,27,,2
2018-04-25,Hajek,700.0,"0,037",https://static.atv.cdn.tvnext.tv/dynamic/get_asset.php?a=cms%2Fmedia_items%2Fbinary_file%2F2297645.pptx&d=download&f=Pr%C3%A4sentation_ATV_Apr.18.pptx&h=64aeeb97da307a23d515a26dc8513d685549940a,26,4,8,33,26,,2
2018-05-02,Research Affairs,1005.0,"0,029",http://www.oe24.at/oesterreich/politik/Umfrage-Kern-jagt-jetzt-Kurz/332200874,24,4,7,32,28,,2
2018-05-09,IMAS,1007.0,"0,029",http://www.imas.at/images/wahlforschung/Sonntagsfrage_NRW_April_Mai_2018.pdf,26,5,5,33,28,,2
2018-05-16,Research Affairs,1008.0,"0,035",http://www.oe24.at/oesterreich/politik/Strolz-Aus-schadet-Neos-nuetzt-Gruenen/333936049,23,5,6,32,27,,3
2018-05-25,Unique Research,800.0,"0,032",https://www.profil.at/oesterreich/umfrage-fpoe-spoe-kanzlerfrage-10095567,25,6,7,32,25,,4
2018-05-30,Research Affairs,1003.0,"0,031",http://www.oe24.at/oesterreich/politik/Aktuelle-Umfrage-Kurz-vorn-Krimi-um-Platz-2/335581150,24,5,5,32,26,,3
2018-06-06,Unique Research,800.0,"0,033",http://www.heute.at/politik/news/story/OEVP-unangefochten--Liste-Pilz-pulverisiert-SPOE-FPOE-Gruene-Wahlen-Umfrage-Sebastian-Kurz-Peter-Pilz-Heinz-Christian-Strache-Christian-Kern-49266808,25,4,8,33,27,,1
2018-06-11,Hajek,700.0,"0,035",https://www.ots.at/presseaussendung/OTS_20180615_OTS0170/atv-oesterreich-trend-59-gegen-12-stunden-maximalarbeitszeit-alle-ergebnisse-heute-um-1920-uhr-in-atv-aktuell,25,4,8,34,26,,1
2018-06-13,Research Affairs,1004.0,"0,029",http://www.oe24.at/oesterreich/politik/Aktuelle-Umfrage-Plus-fuer-die-Regierung/337337093,25,5,5,33,26,,2
2018-06-15,Market,800.0,"0,033",https://derstandard.at/2000081937704/Hohe-Zustimmung-zu-Sebastian-Kurz-maessige-zu-Heinz-Christian-Strache,25,5,7,34,26,,2
2018-06-21,Unique Research,800.0,"0,033",https://www.profil.at/oesterreich/umfrage-oevp-spoe-sonntagsfrage-10155022,25,4,7,33,27,,3
2018-06-27,Research Affairs,1004.0,"0,029",http://www.oe24.at/oesterreich/politik/Grosse-Mehrheit-gegen-12-Stunden-Tag/339083372,25,5,6,33,26,,2
2018-06-28,OGM,806.0,"0,032",https://kurier.at/politik/inland/kurz-und-strache-im-stabilen-hoch/400059485,25,5,6,33,28,,2
2018-06-29,Spectra,709.0,"0,036",https://www.nachrichten.at/storage/med/download/287735_52-2750_52-2753_52-2764_Politikbarometer_NRW_2_18.pdf,28,3,4,34,26,,4
2018-07-11,Research Affairs,1008.0,"0,029",http://www.oe24.at/oesterreich/politik/Oesterreicher-mit-Regierung-zufrieden/340915974,24,5,7,33,26,,2
2018-07-13,Unique Research,800.0,"0,034",https://www.profil.at/oesterreich/umfrage-fpoe-sonntagsfrage-10209891,24,4,5,34,29,,2
2018-07-25,Research Affairs,1001.0,"0,029",http://www.oe24.at/oesterreich/politik/Umfrage-Mehrheit-will-lauten-Praesidenten/342587708,24,4,6,33,27,,2
2018-08-08,Research Affairs,1002.0,"0,029",https://www.oe24.at/oesterreich/politik/Neue-Umfrage-Kurz-weiter-klar-vorne/344228082,24,3,7,33,27,,2
2018-08-10,Unique Research,800.0,"0,033",https://www.profil.at/oesterreich/sonntagsfrage-fpoe-10265353,23,4,5,34,29,,2
2018-08-22,Research Affairs,1001.0,"0,029",https://www.oe24.at/oesterreich/politik/1-Umfrage-Kneissl-spaltet-das-Land/345931295,23,3,8,33,26,,3
2018-08-23,Market,800.0,"0,033",https://derstandard.at/2000086088510/FPOe-faellt-in-Sonntagsfrage-leicht-zurueck,23,6,7,33,28,,2
2018-08-29,Peter Hajek,700.0,"0,035",https://static.atv.cdn.tvnext.tv/dynamic/get_asset.php?a=cms%2Fmedia_items%2Fbinary_file%2F2332676.pdf&d=download&f=ATV_OE-Trend_Aug18.pdf&h=22cf4ab23e0ed35e7265a1087de23c3bf560926f,23,4,7,34,28,,3
2018-09-05,Research Affairs,1002.0,"0,029",https://www.oe24.at/oesterreich/politik/Die-naechsten-3-Wahl-Umfragen/347981043,23,3,7,33,27,,3
2018-09-06,Unique Research,800.0,"0,033",http://www.heute.at/asset/original/d/c/d/dcd2d200a26df6bb567cfc1502801085.pdf,23,5,7,33,29,,2
2018-09-13,Unique Research,800.0,"0,033",https://www.profil.at/oesterreich/sonntagsfrage-fpoe-10265353,25,4,7,34,28,,1
2018-09-20,Research Affairs,506.0,"0,041",https://www.ots.at/presseaussendung/OTS_20180921_OTS0189/oesterreich-umfrage-spoe-stuerzt-in-sonntagsfrage-auf-24-ab,24,4,8,34,24,,2
2018-09-27,Market,800.0,"0,033",https://derstandard.at/2000088296566/Wechsel-von-Kern-zu-Rendi-Wagner-hat-SPOe-in-Umfrage,23,5,8,33,28,,2
2018-10-03,Research Affairs,1003.0,"0,029",https://www.oe24.at/oesterreich/politik/Turbo-Start-fuer-Rendi-Wagner/351008112,23,4,7,34,27,,2
2018-10-11,OGM,802.0,"0,033",https://kurier.at/politik/inland/ein-jahr-tuerkis-blau-gute-noten-fuer-regierungsarbeit-und-kanzler-kurz/400145045,26,4,6,34,26,,2
2018-10-12,Unique Research,800.0,"0,033",https://www.profil.at/oesterreich/umfrage-kurz-kanzlerfrage-abstand-10409303,25,5,7,34,26,,2
2018-10-13,GfK,1500.0,"0,024",https://diepresse.com/home/innenpolitik/5512398/Die-Wahl-2017-eine-Zaesur,"23,5",5,7,33,"27,5",,2
2018-10-17,Research Affairs,1001.0,"0,029",https://www.oe24.at/oesterreich/politik/Umfrage-Daempfer-fuer-Rendi/352765477,24,4,7,34,26,,2
2018-10-29,Spectra,708.0,"0,035",https://www.nachrichten.at/storage/med/download/287937_52-2829_Politikbarometer_NRW_Q3-4_18.pdf,26,4,6,33,25,,5
2018-10-30,Research Affairs,1004.0,"0,029",https://www.oe24.at/oesterreich/politik/Umfrage-Beben-FPOe-holt-SPOe-ein/354409087,25,4,7,34,25,,2
2018-10-31,Hajek,1000.0,"0,029",https://www.ots.at/presseaussendung/OTS_20181102_OTS0073/sperrfrist-1920-uhr-atv-oesterreich-trend-oevp-bei-33-spoe-und-fpoe-gleichauf-bei-25-fiktive-kanzlerfrage-rendi-wagner-derzeit-bei-18,25,6,7,33,25,,2
2018-11-14,Research Affairs,1001.0,"0,029",https://www.oe24.at/oesterreich/politik/Umfrage-SPOe-wieder-vor-der-FPOe/356156690,24,5,6,34,25,,3
2018-11-15,Market,803.0,"0,033",https://derstandard.at/2000091665646/Nur-jeder-Zweite-sieht-FPOe-zur-Regierungspartei-gereift,25,5,8,33,26,,2
2018-11-16,Unique Research,800.0,"0,033",https://www.profil.at/oesterreich/umfrage-kurz-kanzlerfrage-strache-rendi-wagner-10470801,24,5,9,35,24,,2
2018-11-28,Research Affairs,1001.0,"0,029",https://www.oe24.at/oesterreich/politik/Neue-Umfrage-SP-tritt-auf-der-Stelle/358057617,24,6,7,34,25,,2
2018-12-06,Unique Research,800.0,"0,036",https://m.heute.at/politik/news/story/49531286,22,6,9,33,26,,3
2018-12-09,GfK,2000.0,"0,021",https://diepresse.com/home/innenpolitik/5546778/58-Prozent-mit-Regierung-zufrieden,"23,5","5,5","7,5",34,26,,"1,5"
2018-12-11,Peter Hajek,800.0,"0,033",https://www.ots.at/presseaussendung/OTS_20181213_OTS0150/atv-oesterreich-trend-jahreszeugnis-fuer-die-regierung-faellt-im-gegensatz-zur-opposition-deutlich-positiv-aus,22,5,9,35,26,,3
2018-12-12,Market,804.0,"0,033",https://derstandard.at/2000093981869/Umfrage-zeigt-Stabilitaet-der-Regierung,24,5,7,34,27,,2
2018-12-12,Research Affairs,1001.0,"0,029",https://www.oe24.at/oesterreich/politik/54-mit-der-Regierung-zufrieden/359789426,24,5,8,34,25,,2
2018-12-14,Unique Research,800.0,"0,033",https://www.profil.at/oesterreich/umfrage-kurz-kanzlerfrage-10536600,22,6,8,35,26,,2
2019-01-09,Research Affairs,1002.0,"0,029",https://www.oe24.at/oesterreich/politik/Umfrage-Wen-wuerden-Sie-waehlen/363211160,24,5,7,34,26,,2
2019-01-11,Unique Research,800.0,"0,033",https://www.profil.at/oesterreich/umfrage-kurz-kanzlerfrage-vorne-10587283,21,6,8,35,27,,2
2019-01-17,OGM,803.0,"0,033",https://www.ots.at/presseaussendung/OTS_20190119_OTS0023/kurier-ogm-umfrage,24,5,7,35,27,,2
2019-01-23,Research Affairs,1002.0,"0,029",https://www.oe24.at/oesterreich/politik/75-fuer-mehr-Abschiebungen/365218781,23,6,7,34,26,,2
2019-02-06,Research Affairs,1002.0,"0,029",https://www.oe24.at/oesterreich/politik/Umfrage-EU-Wahl-wird-zum-Krimi/367140956,23,5,7,34,25,,3
2019-02-08,Demox Research,1000.0,"0,029",https://diepresse.com/home/innenpolitik/5580266/Sonntagsfrage_OeVP-voran-FPOe-verliert-SPOe-stabil,22,5,"8,5",34,27,,"1,5"
2019-02-15,Unique Research,800.0,"0,035",https://www.profil.at/oesterreich/umfrage-oevp-spoe-fpoe-10649408,25,5,8,32,26,,1
2019-02-20,Research Affairs,1005.0,"0,029",https://www.oe24.at/oesterreich/politik/Strache-gewinnt-nach-Papa-Monat/368980577,24,6,7,34,25,,2
2019-02-28,Peter Hajek,800.0,"0,033",https://www.atv.at/oesterreichtrend/,23,6,8,34,27,,1
2019-03-06,Research Affairs,1001.0,"0,029",https://www.oe24.at/oesterreich/politik/Umfrage-Rendi-rutscht-ab-FPOe-schon-Zweite/370910425,24,6,7,34,24,,3
2019-03-07,Unique Research,800.0,"0,033",https://www.heute.at/politik/news/story/Kurz-fliegt-allen-davon--Gruene-wiedergeboren-49512316,24,6,7,33,27,,2
2019-03-15,Unique Research,800.0,"0,033",https://www.profil.at/oesterreich/kanzlerfrage-kurz-10685914,24,5,8,34,25,,2
2019-03-20,Research Affairs,1002.0,"0,029",https://www.oe24.at/oesterreich/politik/Hammer-Umfrage-FPOe-ueberholt-SPOe/372845510,25,5,7,34,24,,3
2019-04-03,Research Affairs,1001.0,"0,029",https://www.oe24.at/oesterreich/politik/Umfrage-Identitaere-schaden-der-FPOe/374872829,23,5,8,34,24,,3
2019-04-11,Demox Research,1500.0,"0,024",https://www.krone.at/1915316,24,6,7,33,27,,2
